	prefix	input_text	target_text
241	translate english to turkish	Do you really think Tom will help us?	GerÃ§ekten Tom'un bize yardÄ±m edeceÄŸini dÃ¼ÅŸÃ¼nÃ¼yor musun?
242	translate turkish to english	Tom hiÃ§ Avustralya'nÄ±n dÄ±ÅŸÄ±na Ã§Ä±kmadÄ±.	Tom has never been out of Australia.
243	translate english to turkish	Tom has never been out of Australia.	Tom hiÃ§ Avustralya'nÄ±n dÄ±ÅŸÄ±na Ã§Ä±kmadÄ±.
244	translate turkish to english	Ben sadece hÄ±zlÄ±ca bir bakmak istiyorum.	I just want to take a quick look.
245	translate english to turkish	I just want to take a quick look.	Ben sadece hÄ±zlÄ±ca bir bakmak istiyorum.
246	translate turkish to english	Bu gece kim orada olacak?	Who's gonna be there tonight?
247	translate english to turkish	Who's gonna be there tonight?	Bu gece kim orada olacak?
248	translate turkish to english	Oraya bir ÅŸekilde geleceÄŸim.	I'll get there somehow.
249	translate english to turkish	I'll get there somehow.	Oraya bir ÅŸekilde geleceÄŸim.
250	translate turkish to english	Yaz sonu burada.	The end of the summer is here.
251	translate english to turkish	The end of the summer is here.	Yaz sonu burada.
252	translate turkish to english	Ã‡ok iyi top atamadÄ±ÄŸÄ±mÄ± biliyorum.	I know I don't bowl very well.
253	translate english to turkish	I know I don't bowl very well.	Ã‡ok iyi top atamadÄ±ÄŸÄ±mÄ± biliyorum.
254	translate turkish to english	Onlar gerÃ§ekten bÃ¼yÃ¼k.	They're really big.
255	translate english to turkish	They're really big.	Onlar gerÃ§ekten bÃ¼yÃ¼k.
256	translate turkish to english	Uygun fiyatlÄ± bir hizmet saÄŸlÄ±yoruz.	We provide affordable service.
257	translate english to turkish	We provide affordable service.	Uygun fiyatlÄ± bir hizmet saÄŸlÄ±yoruz.
258	translate turkish to english	GerÃ§ekten bir seÃ§eneÄŸimiz yok.	We really don't have a choice.
259	translate english to turkish	We really don't have a choice.	GerÃ§ekten bir seÃ§eneÄŸimiz yok.
260	translate turkish to english	Bunu yapmana yardÄ±m etmeliyim.	I have to help you do this.
261	translate english to turkish	I have to help you do this.	Bunu yapmana yardÄ±m etmeliyim.
262	translate turkish to english	Ben Ã§ok fazla konuÅŸmak eÄŸilimindeyim.	I tend to talk too much.
263	translate english to turkish	I tend to talk too much.	Ben Ã§ok fazla konuÅŸmak eÄŸilimindeyim.
264	translate turkish to english	SanÄ±rÄ±m ev Ã¶devimle ilgili Ã§alÄ±ÅŸmaya baÅŸlamak zorundayÄ±m.	I guess I'll have to start working on my homework.
265	translate english to turkish	I guess I'll have to start working on my homework.	SanÄ±rÄ±m ev Ã¶devimle ilgili Ã§alÄ±ÅŸmaya baÅŸlamak zorundayÄ±m.
266	translate turkish to english	Tom'un ofisi Mary'ninkinin yanÄ±nda.	Tom's office is next to Mary's.
267	translate english to turkish	Tom's office is next to Mary's.	Tom'un ofisi Mary'ninkinin yanÄ±nda.
268	translate turkish to english	Tom Ã¼st rafa ulaÅŸmak iÃ§in yeterince uzun deÄŸildi.	Tom wasn't long enough to reach the top shelf.
269	translate english to turkish	Tom wasn't long enough to reach the top shelf.	Tom Ã¼st rafa ulaÅŸmak iÃ§in yeterince uzun deÄŸildi.
270	translate turkish to english	Ben onlarÄ±n filmlerini Ã¼retmiyorum.	I don't produce their films.
271	translate english to turkish	I don't produce their films.	Ben onlarÄ±n filmlerini Ã¼retmiyorum.
272	translate turkish to english	Tom'un ne zaman eve gitmeyi planladÄ±ÄŸÄ±nÄ± merak ediyorum.	I wonder when Tom plans to go home.
273	translate english to turkish	I wonder when Tom plans to go home.	Tom'un ne zaman eve gitmeyi planladÄ±ÄŸÄ±nÄ± merak ediyorum.
274	translate turkish to english	Uzaktaki adayÄ± gÃ¶rebiliyoruz.	We can see the island in the distance.
275	translate english to turkish	We can see the island in the distance.	Uzaktaki adayÄ± gÃ¶rebiliyoruz.
276	translate turkish to english	SanÄ±rÄ±m evli deÄŸilsin.	I guess you're not married.
277	translate english to turkish	I guess you're not married.	SanÄ±rÄ±m evli deÄŸilsin.
278	translate turkish to english	SoÄŸuk algÄ±nlÄ±ÄŸÄ±mÄ± atlatmam bir aydan daha fazla zamanÄ±mÄ± aldÄ±.	It took me more than a month to get over my cold.
279	translate english to turkish	It took me more than a month to get over my cold.	SoÄŸuk algÄ±nlÄ±ÄŸÄ±mÄ± atlatmam bir aydan daha fazla zamanÄ±mÄ± aldÄ±.
280	translate turkish to english	AramÄ±zda kalsÄ±n, onunla ilgili fikrin nedir?	Between you and me, what do you think of him?
281	translate english to turkish	Between you and me, what do you think of him?	AramÄ±zda kalsÄ±n, onunla ilgili fikrin nedir?
282	translate turkish to english	SanÄ±yorum hemen gitmek daha iyidir.	I think it's better to go now.
283	translate english to turkish	I think it's better to go now.	SanÄ±yorum hemen gitmek daha iyidir.
284	translate turkish to english	Piknik iÃ§in tarih belirleyelim.	Let's set a date for the picnic.
285	translate english to turkish	Let's set a date for the picnic.	Piknik iÃ§in tarih belirleyelim.
286	translate turkish to english	O, bir suÃ§ ortaÄŸÄ± olarak dÃ¼ÅŸÃ¼nÃ¼ldÃ¼.	He was considered an accomplice.
287	translate english to turkish	He was considered an accomplice.	O, bir suÃ§ ortaÄŸÄ± olarak dÃ¼ÅŸÃ¼nÃ¼ldÃ¼.
288	translate turkish to english	Bize bir mesaj gÃ¶nder.	Send us a message.
289	translate english to turkish	Send us a message.	Bize bir mesaj gÃ¶nder.
290	translate turkish to english	YardÄ±mÄ±n iÃ§in teÅŸekkÃ¼rler, Tom.	Thanks for your help, Tom.
291	translate english to turkish	Thanks for your help, Tom.	YardÄ±mÄ±n iÃ§in teÅŸekkÃ¼rler, Tom.
292	translate turkish to english	Sana gÃ¼venebileceÄŸimden emin deÄŸildim.	I wasn't sure I could trust you.
293	translate english to turkish	I wasn't sure I could trust you.	Sana gÃ¼venebileceÄŸimden emin deÄŸildim.
294	translate turkish to english	Tom bilinÃ§siz gÃ¶rÃ¼nÃ¼yor.	Tom looks unconscious.
295	translate english to turkish	Tom looks unconscious.	Tom bilinÃ§siz gÃ¶rÃ¼nÃ¼yor.
296	translate turkish to english	O seni yanlÄ±ÅŸ yÃ¶nlendirdi.	He misled you.
297	translate english to turkish	He misled you.	O seni yanlÄ±ÅŸ yÃ¶nlendirdi.
298	translate turkish to english	Tom hÄ±zlÄ± konuÅŸur.	Tom talks fast.
299	translate english to turkish	Tom talks fast.	Tom hÄ±zlÄ± konuÅŸur.
300	translate turkish to english	Postanede Ã§alÄ±ÅŸÄ±yorum.	I work at the post office.
301	translate english to turkish	I work at the post office.	Postanede Ã§alÄ±ÅŸÄ±yorum.
302	translate turkish to english	Tom niye bize sÃ¼rekli yalan sÃ¶ylÃ¼yor?	Why does Tom keep lying to us?
303	translate english to turkish	Why does Tom keep lying to us?	Tom niye bize sÃ¼rekli yalan sÃ¶ylÃ¼yor?
304	translate turkish to english	Ben de bir ÅŸey gÃ¶rmÃ¼yorum.	I don't see anything either.
305	translate english to turkish	I don't see anything either.	Ben de bir ÅŸey gÃ¶rmÃ¼yorum.
306	translate turkish to english	Mary, Tom'la gizlice anlaÅŸtÄ±.	Mary made a secret deal with Tom.
307	translate english to turkish	Mary made a secret deal with Tom.	Mary, Tom'la gizlice anlaÅŸtÄ±.
308	translate turkish to english	Tom iÃ§in bir hediye arÄ±yorum.	I'm looking for a present for Tom.
309	translate english to turkish	I'm looking for a present for Tom.	Tom iÃ§in bir hediye arÄ±yorum.
310	translate turkish to english	Bir kedi masaya oturdu.	A cat sat down at the table.
311	translate english to turkish	A cat sat down at the table.	Bir kedi masaya oturdu.
312	translate turkish to english	Onun iÅŸini yapmamalÄ±sÄ±n.	You shouldn't do his job.
313	translate english to turkish	You shouldn't do his job.	Onun iÅŸini yapmamalÄ±sÄ±n.
314	translate turkish to english	Hayat tekrar asla aynÄ± olmayacak.	Life will never be the same again.
315	translate english to turkish	Life will never be the same again.	Hayat tekrar asla aynÄ± olmayacak.
316	translate turkish to english	O benim arkadaÅŸlarÄ±mdan biridir.	He's one of my friends.
317	translate english to turkish	He's one of my friends.	O benim arkadaÅŸlarÄ±mdan biridir.
318	translate turkish to english	SanÄ±rÄ±m o asla geri gelmeyecek.	I guess he'll never come back.
319	translate english to turkish	I guess he'll never come back.	SanÄ±rÄ±m o asla geri gelmeyecek.
320	translate turkish to english	Bizim yapÄ±lacak birÃ§ok alÄ±ÅŸveriÅŸimiz var.	We have a lot of shopping to do.
321	translate english to turkish	We have a lot of shopping to do.	Bizim yapÄ±lacak birÃ§ok alÄ±ÅŸveriÅŸimiz var.
322	translate turkish to english	Sadece Tom'u gÃ¶rdÃ¼m.	I just saw Tom.
323	translate english to turkish	I just saw Tom.	Sadece Tom'u gÃ¶rdÃ¼m.
324	translate turkish to english	Tom ve Mary ile takÄ±lmak eÄŸlenceli.	It's fun hanging out with Tom and Mary.
325	translate english to turkish	It's fun hanging out with Tom and Mary.	Tom ve Mary ile takÄ±lmak eÄŸlenceli.
326	translate turkish to english	Ã‡iÃ§eklerle ilgileneceÄŸim.	I'll take care of the flowers.
327	translate english to turkish	I'll take care of the flowers.	Ã‡iÃ§eklerle ilgileneceÄŸim.
328	translate turkish to english	Ä°flasÄ±ndan sonra yeniden ayaklarÄ± Ã¼zerinde duramadÄ±.	After his bankruptcy, he couldn't get back on his feet.
329	translate english to turkish	After his bankruptcy, he couldn't get back on his feet.	Ä°flasÄ±ndan sonra yeniden ayaklarÄ± Ã¼zerinde duramadÄ±.
330	translate turkish to english	Tom, neden bunu kimsenin yapamayacaÄŸÄ±nÄ± anlamadÄ±ÄŸÄ±nÄ± sÃ¶yledi.	Tom said he didn't understand why no one could do that.
331	translate english to turkish	Tom said he didn't understand why no one could do that.	Tom, neden bunu kimsenin yapamayacaÄŸÄ±nÄ± anlamadÄ±ÄŸÄ±nÄ± sÃ¶yledi.
332	translate turkish to english	O ne inanÄ±lmaz bir ifade!	What an incredible expression!
333	translate english to turkish	What an incredible expression!	O ne inanÄ±lmaz bir ifade!
334	translate turkish to english	Seni yanlÄ±ÅŸ yÃ¶nlendirdiysem Ã¼zgÃ¼nÃ¼m.	I'm sorry if I misled you.
335	translate english to turkish	I'm sorry if I misled you.	Seni yanlÄ±ÅŸ yÃ¶nlendirdiysem Ã¼zgÃ¼nÃ¼m.
336	translate turkish to english	Onlar beni Ã¶zgÃ¼rlÃ¼ÄŸÃ¼mden mahrum ettiler.	They deprived me of my freedom.
337	translate english to turkish	They deprived me of my freedom.	Onlar beni Ã¶zgÃ¼rlÃ¼ÄŸÃ¼mden mahrum ettiler.
338	translate turkish to english	Tom iÅŸ kÄ±yafetleri alÄ±yor.	Tom is buying work clothes.
339	translate english to turkish	Tom is buying work clothes.	Tom iÅŸ kÄ±yafetleri alÄ±yor.
340	translate turkish to english	Tom kahve fincanÄ±nÄ± aldÄ± ve bir yudum aldÄ±.	Tom picked up his coffee cup and took a sip.
341	translate english to turkish	Tom picked up his coffee cup and took a sip.	Tom kahve fincanÄ±nÄ± aldÄ± ve bir yudum aldÄ±.
342	translate turkish to english	Bana sÃ¶ylediklerini yapacaÄŸÄ±m.	I'll do as you tell me.
343	translate english to turkish	I'll do as you tell me.	Bana sÃ¶ylediklerini yapacaÄŸÄ±m.
344	translate turkish to english	Metin Ã§ok uzun.	The text is too long.
345	translate english to turkish	The text is too long.	Metin Ã§ok uzun.
346	translate turkish to english	Onlar genellikle sakin sularda yelken aÃ§arlar.	They usually sail in calm waters.
347	translate english to turkish	They usually sail in calm waters.	Onlar genellikle sakin sularda yelken aÃ§arlar.
348	translate turkish to english	Bir beklenti hissi ortalÄ±kta dolaÅŸÄ±yor.	There's a feeling of expectation going around.
349	translate english to turkish	There's a feeling of expectation going around.	Bir beklenti hissi ortalÄ±kta dolaÅŸÄ±yor.
350	translate turkish to english	Onlardan sonra gitmeliydim.	I should have gone after them.
351	translate english to turkish	I should have gone after them.	Onlardan sonra gitmeliydim.
352	translate turkish to english	Benim hatam deÄŸil. Beynim bunu bana yaptÄ±rdÄ±.	It's not my fault, my brain made me do it.
353	translate english to turkish	It's not my fault, my brain made me do it.	Benim hatam deÄŸil. Beynim bunu bana yaptÄ±rdÄ±.
354	translate turkish to english	Neden onlarÄ± gÃ¶remiyorum?	Why can't I see them?
355	translate english to turkish	Why can't I see them?	Neden onlarÄ± gÃ¶remiyorum?
356	translate turkish to english	Tom saÄŸlÄ±k sigortasÄ± olmadÄ±ÄŸÄ±nÄ± sÃ¶ylÃ¼yor.	Tom says he doesn't have health insurance.
357	translate english to turkish	Tom says he doesn't have health insurance.	Tom saÄŸlÄ±k sigortasÄ± olmadÄ±ÄŸÄ±nÄ± sÃ¶ylÃ¼yor.
358	translate turkish to english	HiÃ§ kimse Ã§alÄ±ÅŸmÄ±yor.	Nobody's working.
359	translate english to turkish	Nobody's working.	HiÃ§ kimse Ã§alÄ±ÅŸmÄ±yor.
360	translate turkish to english	Bu makinenin nasÄ±l kapatÄ±lacaÄŸÄ±nÄ± bilir.	He knows how to turn off this machine.
361	translate english to turkish	He knows how to turn off this machine.	Bu makinenin nasÄ±l kapatÄ±lacaÄŸÄ±nÄ± bilir.
362	translate turkish to english	Jane, son birkaÃ§ gÃ¼ndÃ¼r sessiz ve karamsardÄ±.	Jane's been quiet and moody the last few days.
363	translate english to turkish	Jane's been quiet and moody the last few days.	Jane, son birkaÃ§ gÃ¼ndÃ¼r sessiz ve karamsardÄ±.
364	translate turkish to english	Tom'un mÃ¼kemmel bir rekoru var.	Tom has a perfect record.
365	translate english to turkish	Tom has a perfect record.	Tom'un mÃ¼kemmel bir rekoru var.
366	translate turkish to english	BunlarÄ± satmalÄ± mÄ±yÄ±m?	Should I sell these?
367	translate english to turkish	Should I sell these?	BunlarÄ± satmalÄ± mÄ±yÄ±m?
368	translate turkish to english	Kendimi iyi hissetmediÄŸim iÃ§in pikniÄŸe gitmiyorum.	I'm not going on a picnic because I'm not feeling well.
369	translate english to turkish	I'm not going on a picnic because I'm not feeling well.	Kendimi iyi hissetmediÄŸim iÃ§in pikniÄŸe gitmiyorum.
370	translate turkish to english	Birlikte oyuna gitmemizi ister misin?	Do you want us to go to the game together?
371	translate english to turkish	Do you want us to go to the game together?	Birlikte oyuna gitmemizi ister misin?
372	translate turkish to english	KÄ±saydÄ± ve saÃ§Ä±nÄ± kaybediyordu.	He was short and losing his hair.
373	translate english to turkish	He was short and losing his hair.	KÄ±saydÄ± ve saÃ§Ä±nÄ± kaybediyordu.
374	translate turkish to english	Onu okumayÄ± bitirdikten sonra bu mektubu yak.	Burn this letter after you've finished reading it.
375	translate english to turkish	Burn this letter after you've finished reading it.	Onu okumayÄ± bitirdikten sonra bu mektubu yak.
376	translate turkish to english	SanÄ±rÄ±m aÄŸlayacaÄŸÄ±m.	I think I'm gonna cry.
377	translate english to turkish	I think I'm gonna cry.	SanÄ±rÄ±m aÄŸlayacaÄŸÄ±m.
378	translate turkish to english	Belki bana yardÄ±m edebilirsin.	Maybe you can help me.
379	translate english to turkish	Maybe you can help me.	Belki bana yardÄ±m edebilirsin.
380	translate turkish to english	Koku iÄŸrenÃ§.	The smell is disgusting.
381	translate english to turkish	The smell is disgusting.	Koku iÄŸrenÃ§.
382	translate turkish to english	"Tom her ne zaman kÃ¼fÃ¼r etse, genellikle ""FransÄ±zcamÄ± baÄŸÄ±ÅŸlayÄ±n"" diyor."	"Whenever Tom swears, he usually says, ""Forgive my French."""
383	translate english to turkish	"Whenever Tom swears, he usually says, ""Forgive my French."""	"Tom her ne zaman kÃ¼fÃ¼r etse, genellikle ""FransÄ±zcamÄ± baÄŸÄ±ÅŸlayÄ±n"" diyor."
384	translate turkish to english	Bunu zor yoldan yaptÄ±n.	You did it the hard way.
385	translate english to turkish	You did it the hard way.	Bunu zor yoldan yaptÄ±n.
386	translate turkish to english	Tom asla hÄ±rslÄ± deÄŸildi.	Tom was never ambitious.
387	translate english to turkish	Tom was never ambitious.	Tom asla hÄ±rslÄ± deÄŸildi.
388	translate turkish to english	YaÄŸmur yaÄŸabilir.	It might rain.
389	translate english to turkish	It might rain.	YaÄŸmur yaÄŸabilir.
390	translate turkish to english	Tom iÅŸlemediÄŸi bir cinayet yÃ¼zÃ¼nden asÄ±ldÄ±.	Tom was hanged for a murder he didn't commit.
391	translate english to turkish	Tom was hanged for a murder he didn't commit.	Tom iÅŸlemediÄŸi bir cinayet yÃ¼zÃ¼nden asÄ±ldÄ±.
392	translate turkish to english	Bu sorunla ilgilen.	Take care of this problem.
393	translate english to turkish	Take care of this problem.	Bu sorunla ilgilen.
394	translate turkish to english	Yapacak bir sÃ¼rÃ¼ iÅŸim var.	I've got a lot of work to do.
395	translate english to turkish	I've got a lot of work to do.	Yapacak bir sÃ¼rÃ¼ iÅŸim var.
396	translate turkish to english	EÄŸitim, yaÅŸamÄ±n en temel yÃ¶nlerinden biridir.	Education is one of the most fundamental aspects of life.
397	translate english to turkish	Education is one of the most fundamental aspects of life.	EÄŸitim, yaÅŸamÄ±n en temel yÃ¶nlerinden biridir.
398	translate turkish to english	Ben bunu yapmayacaÄŸÄ±m.	I'm not gonna do that.
399	translate english to turkish	I'm not gonna do that.	Ben bunu yapmayacaÄŸÄ±m.
400	translate turkish to english	Onun hakkÄ±nda o kadar emin olmayÄ±n.	Don't be so sure about that.
